City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Toledo,39.8333,-4.0,32.0,68,88,4.0,ES,2021-01-15 13:44:27
292,Nyurba,63.2842,118.3319,-26.55,85,100,7.92,RU,2021-01-15 13:44:27
293,Nador,35.174,-2.9287,60.8,51,0,9.22,MA,2021-01-15 13:44:27
294,Salinas,36.6777,-121.6555,52.0,76,1,6.91,US,2021-01-15 13:44:27
295,Suihua,46.6406,126.9969,-14.26,87,0,6.29,CN,2021-01-15 13:44:27
296,Lata,40.1629,-8.3327,61.0,65,0,4.72,PT,2021-01-15 13:44:27
297,Sungairaya,0.7,108.9,77.07,89,100,2.8,ID,2021-01-15 13:44:27
298,Sulmona,42.0479,13.9291,48.2,57,75,8.05,IT,2021-01-15 13:39:31
299,Tonantins,-2.8731,-67.8022,78.21,88,100,1.07,BR,2021-01-15 13:44:27
300,Cabo San Lucas,22.8909,-109.9124,59.0,32,1,6.91,MX,2021-01-15 13:42:05
301,Kenai,60.5544,-151.2583,30.99,74,90,4.61,US,2021-01-15 13:44:27
302,Carlsbad,33.1581,-117.3506,62.6,70,1,6.64,US,2021-01-15 13:42:00
303,Wuwei,37.9281,102.6414,18.03,83,84,2.91,CN,2021-01-15 13:44:27
304,Dudinka,69.4058,86.1778,-44.41,78,12,3.83,RU,2021-01-15 13:44:27
305,Kholtoson,50.2981,103.3097,-15.3,80,1,4.27,RU,2021-01-15 13:44:28
306,Anadyr,64.75,177.4833,-13.0,84,75,8.95,RU,2021-01-15 13:44:28
307,Ventspils,57.3894,21.5606,19.4,79,0,10.36,LV,2021-01-15 13:44:28
308,Katsuura,35.1333,140.3,46.4,87,40,10.36,JP,2021-01-15 13:42:10
309,Byron Bay,-28.65,153.6167,73.4,88,1,13.8,AU,2021-01-15 13:44:28
310,Green River,41.5286,-109.4662,21.2,45,1,28.77,US,2021-01-15 13:44:28
311,Asandh,29.5167,76.6,54.41,46,0,4.25,IN,2021-01-15 13:44:28
312,Faya,18.3851,42.4509,66.2,48,20,14.97,SA,2021-01-15 13:44:28
313,Chupa,66.27,33.0549,5.92,95,91,3.94,RU,2021-01-15 13:44:28
314,Tilichiki,60.4667,166.1,-26.34,85,0,7.16,RU,2021-01-15 13:44:28
315,Ferme-Neuve,46.7001,-75.4493,19.4,93,81,2.57,CA,2021-01-15 13:44:28
316,Souillac,-20.5167,57.5167,84.2,79,40,14.97,MU,2021-01-15 13:44:28
317,Vestmannaeyjar,63.4427,-20.2734,37.4,93,90,39.12,IS,2021-01-15 13:44:28
318,Springbok,-29.6643,17.8865,74.7,47,0,17.13,ZA,2021-01-15 13:44:29
319,Albury,-36.0833,146.9167,55.99,54,0,9.22,AU,2021-01-15 13:44:29
320,Alexandria,31.2156,29.9553,66.2,55,40,13.8,EG,2021-01-15 13:44:29
321,Dabou,5.3256,-4.3769,86.0,79,40,12.66,CI,2021-01-15 13:44:29
322,Beitbridge,-22.2167,30.0,90.19,42,72,14.43,ZW,2021-01-15 13:44:29
323,Pochutla,15.7432,-96.4661,71.6,73,75,2.3,MX,2021-01-15 13:44:29
324,Armidale,-30.5167,151.65,57.0,85,2,4.21,AU,2021-01-15 13:44:29
325,Samdrup Jongkhar,26.9167,91.6167,54.61,72,24,3.24,BT,2021-01-15 13:44:29
326,Port Keats,-14.25,129.55,80.62,80,59,6.6,AU,2021-01-15 13:44:29
327,Lamont,35.2597,-118.9143,48.99,61,1,4.61,US,2021-01-15 13:44:29
328,Beyneu,45.3167,55.2,47.01,51,100,16.78,KZ,2021-01-15 13:44:29
329,Nakhon Sawan,15.7,100.0833,81.0,52,100,2.39,TH,2021-01-15 13:44:29
330,Duekoue,6.7472,-7.3496,99.66,26,20,1.74,CI,2021-01-15 13:44:29
331,Mlonggo,-6.5333,110.7,79.43,81,100,4.29,ID,2021-01-15 13:44:29
332,Santiago Del Estero,-27.7951,-64.2615,91.0,65,0,8.99,AR,2021-01-15 13:41:36
333,Rivadavia,-33.1905,-68.4608,75.2,64,40,9.22,AR,2021-01-15 13:44:30
334,Palmer,42.1584,-72.3287,34.0,100,90,3.44,US,2021-01-15 13:44:30
335,Alexander City,32.944,-85.9539,44.6,65,1,4.61,US,2021-01-15 13:44:30
336,Teguldet,57.3064,88.1667,-8.07,89,100,10.36,RU,2021-01-15 13:44:30
337,Lamia,38.9,22.4333,44.01,58,97,5.01,GR,2021-01-15 13:44:30
338,Chifeng,42.2683,118.9636,-6.36,79,0,5.53,CN,2021-01-15 13:44:30
339,Guaymas,27.9333,-110.9,48.99,41,0,3.0,MX,2021-01-15 13:44:30
340,Houffalize,50.1332,5.7889,35.01,65,100,8.68,BE,2021-01-15 13:44:30
341,Tiksi,71.6872,128.8694,-18.11,89,100,7.16,RU,2021-01-15 13:44:30
342,Zonguldak,41.25,31.8333,31.21,99,98,7.11,TR,2021-01-15 13:44:30
343,Sao Felix Do Xingu,-6.6447,-51.995,79.9,74,78,4.52,BR,2021-01-15 13:44:30
344,Oistins,13.0667,-59.5333,78.8,83,20,12.66,BB,2021-01-15 13:44:30
345,Srednekolymsk,67.45,153.6833,-23.73,86,100,9.15,RU,2021-01-15 13:44:30
346,Lasa,46.6166,10.7002,39.0,74,0,10.36,IT,2021-01-15 13:44:30
347,Staryy Nadym,65.6118,72.6842,-2.65,91,100,9.06,RU,2021-01-15 13:44:31
348,Sinop,41.7711,34.8709,44.6,70,75,5.75,TR,2021-01-15 13:44:20
349,Taoudenni,22.6783,-3.9836,71.53,17,15,14.9,ML,2021-01-15 13:44:31
350,Nuristan,35.3,70.8333,17.4,73,0,10.92,AF,2021-01-15 13:44:31
351,Bonavista,48.6499,-53.1147,30.99,86,100,6.42,CA,2021-01-15 13:44:31
352,Tanah Merah,5.8,102.15,78.8,78,20,6.91,MY,2021-01-15 13:44:08
353,Rio Grande,-32.035,-52.0986,79.0,65,75,16.11,BR,2021-01-15 13:44:31
354,Mbanza-Ngungu,-5.25,14.8667,81.88,62,7,4.76,CD,2021-01-15 13:44:31
355,Kampot,10.6167,104.1833,77.0,88,0,3.44,KH,2021-01-15 13:44:31
356,Tarauaca,-8.1614,-70.7656,80.06,77,97,2.28,BR,2021-01-15 13:44:31
357,Salinopolis,-0.6136,-47.3561,85.44,64,65,13.73,BR,2021-01-15 13:44:31
358,Tacuarembo,-31.7333,-55.9833,77.07,69,100,8.34,UY,2021-01-15 13:44:31
359,Mahon,39.8885,4.2658,53.6,71,75,3.44,ES,2021-01-15 13:44:32
360,Coos Bay,43.3665,-124.2179,53.6,100,90,3.74,US,2021-01-15 13:44:32
361,Alappuzha,9.49,76.3264,80.58,78,100,2.53,IN,2021-01-15 13:44:32
362,Brae,60.3964,-1.353,42.8,93,75,18.41,GB,2021-01-15 13:44:32
363,Youkounkoun,12.5333,-13.1333,99.19,8,100,9.4,GN,2021-01-15 13:44:32
364,Bandarbeyla,9.4942,50.8122,75.54,75,32,16.93,SO,2021-01-15 13:44:32
365,Teavaro,-17.5,-149.7667,77.0,83,20,2.3,PF,2021-01-15 13:44:32
366,Mount Isa,-20.7333,139.5,86.0,37,0,8.1,AU,2021-01-15 13:44:32
367,Pescara,42.3333,13.95,48.2,57,75,8.05,IT,2021-01-15 13:44:32
368,Aksarka,66.5606,67.7975,-8.95,90,100,5.82,RU,2021-01-15 13:44:32
369,Mandurah,-32.55,115.7,81.0,29,0,18.41,AU,2021-01-15 13:44:32
370,Jensen Beach,27.2545,-80.2298,55.0,87,20,5.88,US,2021-01-15 13:40:19
371,Sioux Lookout,50.1001,-91.917,30.2,86,90,3.96,CA,2021-01-15 13:44:32
372,San Pedro,14.35,121.0167,80.6,74,75,6.91,PH,2021-01-15 13:44:32
373,Lavrentiya,65.5833,-171.0,8.62,92,100,10.89,RU,2021-01-15 13:44:32
374,Pierreville,46.0703,-72.8112,32.0,93,10,10.36,CA,2021-01-15 13:44:33
375,Islamkot,24.6997,70.177,69.66,20,0,3.69,PK,2021-01-15 13:44:33
376,Buerarema,-14.9594,-39.2997,78.39,88,15,3.69,BR,2021-01-15 13:44:33
377,Denpasar,-8.65,115.2167,78.8,94,75,4.61,ID,2021-01-15 13:44:33
378,Cabarroguis,16.5833,121.5,70.88,92,99,3.24,PH,2021-01-15 13:44:33
379,Praia,14.9215,-23.5087,77.0,57,75,25.32,CV,2021-01-15 13:44:33
380,Querendaro,19.8667,-100.9167,39.2,93,40,1.32,MX,2021-01-15 13:44:33
381,Manokwari,-0.8667,134.0833,80.19,81,100,7.63,ID,2021-01-15 13:44:33
382,Cabra,37.4725,-4.4421,55.4,54,0,1.14,ES,2021-01-15 13:44:33
383,Boras,57.721,12.9401,21.99,79,20,9.22,SE,2021-01-15 13:43:44
384,Los Llanos De Aridane,28.6585,-17.9182,64.4,55,75,12.66,ES,2021-01-15 13:44:33
385,Yulara,-25.2406,130.9889,75.2,35,61,17.27,AU,2021-01-15 13:44:34
386,Ouadda,8.0777,22.4007,98.53,11,0,2.24,CF,2021-01-15 13:44:34
387,Yamethin,20.4333,96.15,66.25,51,0,3.56,MM,2021-01-15 13:44:34
388,Inongo,-1.95,18.2667,80.91,63,11,4.52,CD,2021-01-15 13:44:34
389,Kangaba,11.9333,-8.4167,95.74,9,0,9.08,ML,2021-01-15 13:44:34
390,Vanimo,-2.6741,141.3028,79.18,83,100,3.58,PG,2021-01-15 13:44:34
391,Goderich,43.7501,-81.7165,37.4,81,100,20.71,CA,2021-01-15 13:44:34
392,Kollam,8.8833,76.6,84.2,79,20,0.85,IN,2021-01-15 13:39:35
393,Severnyy,50.677,36.5532,24.8,100,90,6.71,RU,2021-01-15 13:44:34
394,Sarakhs,36.5449,61.1577,73.4,10,51,11.5,IR,2021-01-15 13:44:34
395,Saint-Pierre,-21.3393,55.4781,84.2,74,20,17.27,RE,2021-01-15 13:44:34
396,Port Hardy,50.6996,-127.4199,46.4,87,75,6.91,CA,2021-01-15 13:44:34
397,Carutapera,-1.195,-46.02,86.59,58,87,10.67,BR,2021-01-15 13:44:34
398,Mecca,21.4267,39.8261,81.34,44,25,12.19,SA,2021-01-15 13:44:34
399,Nur,52.6683,22.3221,24.01,64,100,8.01,PL,2021-01-15 13:44:34
400,Coromandel,-18.4733,-47.2003,75.34,77,99,9.35,BR,2021-01-15 13:44:35
401,Leningradskiy,69.3833,178.4167,-2.88,91,100,11.21,RU,2021-01-15 13:44:35
402,Mbandaka,0.0487,18.2603,91.38,41,9,0.98,CD,2021-01-15 13:40:12
403,Manado,1.487,124.8455,75.2,94,40,6.91,ID,2021-01-15 13:44:35
404,Catamarca,-28.4696,-65.7852,86.0,75,48,1.99,AR,2021-01-15 13:44:35
405,Dingli,35.8614,14.3822,60.8,63,20,24.16,MT,2021-01-15 13:44:35
406,Camopi,3.1655,-52.3158,80.67,80,83,3.04,GF,2021-01-15 13:44:35
407,Shwebo,22.5667,95.7,68.72,53,0,3.36,MM,2021-01-15 13:44:35
408,Puerto Madryn,-42.7692,-65.0385,72.86,45,51,18.7,AR,2021-01-15 13:44:35
409,Shu,43.5983,73.7614,28.0,92,0,1.03,KZ,2021-01-15 13:44:35
410,Huaral,-11.495,-77.2078,68.0,88,90,5.75,PE,2021-01-15 13:44:35
411,Esso,55.9333,158.7,0.43,85,63,3.49,RU,2021-01-15 13:44:35
412,Quchan,37.106,58.5095,42.64,50,0,7.52,IR,2021-01-15 13:44:35
413,Siilinjarvi,63.0833,27.6667,-0.4,85,90,4.61,FI,2021-01-15 13:44:35
414,Vardo,70.3705,31.1107,30.2,86,75,3.44,NO,2021-01-15 13:44:35
415,Mwanza,-2.5167,32.9,79.5,50,11,5.93,TZ,2021-01-15 13:44:35
416,Kulhudhuffushi,6.6221,73.07,81.52,77,100,8.93,MV,2021-01-15 13:44:36
417,Ipixuna,-1.7625,-48.8043,84.2,70,40,12.66,BR,2021-01-15 13:44:36
418,Prieska,-29.6641,22.7474,78.87,53,100,12.3,ZA,2021-01-15 13:44:36
419,Alofi,-19.0595,-169.9187,75.2,94,13,1.14,NU,2021-01-15 13:44:36
420,Valdosta,30.8327,-83.2785,53.01,87,90,10.36,US,2021-01-15 13:44:36
421,Hefei,31.8639,117.2808,46.0,39,0,6.71,CN,2021-01-15 13:44:36
422,Newark,40.7357,-74.1724,39.2,87,90,6.91,US,2021-01-15 13:44:36
423,Finschhafen,-6.6024,147.8681,82.26,77,88,16.08,PG,2021-01-15 13:44:36
424,Pizhanka,57.4604,48.542,3.92,94,90,4.16,RU,2021-01-15 13:44:36
425,Keetmanshoop,-26.5833,18.1333,84.2,48,53,6.91,NA,2021-01-15 13:44:36
426,Dondo,-19.6094,34.7431,80.6,89,75,10.36,MZ,2021-01-15 13:44:36
427,Port Elizabeth,-33.918,25.5701,73.4,73,20,31.07,ZA,2021-01-15 13:44:36
428,Acapulco,16.8634,-99.8901,75.2,88,75,4.61,MX,2021-01-15 13:44:36
429,Iralaya,15.0,-83.2333,78.67,85,0,3.98,HN,2021-01-15 13:44:36
430,Villarrica,-25.75,-56.4333,85.08,65,10,8.81,PY,2021-01-15 13:44:37
431,Quatre Cocos,-20.2078,57.7625,84.2,79,40,14.97,MU,2021-01-15 13:44:37
432,General Roca,-39.0333,-67.5833,69.8,46,0,8.05,AR,2021-01-15 13:44:37
433,Hobyo,5.3505,48.5268,78.71,69,3,16.62,SO,2021-01-15 13:44:37
434,Antofagasta,-23.65,-70.4,68.0,56,0,5.75,CL,2021-01-15 13:40:05
435,Marsa Matruh,31.3525,27.2453,68.0,37,0,12.66,EG,2021-01-15 13:44:37
436,Baker City,44.7749,-117.8344,24.8,80,1,4.41,US,2021-01-15 13:44:37
437,Bageshwar,29.85,79.7667,50.25,49,10,2.17,IN,2021-01-15 13:44:37
438,Cidreira,-30.1811,-50.2056,77.23,78,70,19.3,BR,2021-01-15 13:44:37
439,Urucara,-2.5364,-57.76,81.07,86,100,3.65,BR,2021-01-15 13:44:37
440,Moussoro,13.6408,16.4901,90.55,11,45,7.63,TD,2021-01-15 13:44:37
441,Mehamn,71.0357,27.8492,35.6,87,75,12.66,NO,2021-01-15 13:44:37
442,Pemangkat,1.1667,108.9667,76.71,89,100,5.91,ID,2021-01-15 13:42:49
443,Salalah,17.0151,54.0924,80.6,44,0,9.22,OM,2021-01-15 13:41:45
444,Dukat,62.55,155.55,-36.45,80,97,3.33,RU,2021-01-15 13:44:38
445,Coihaique,-45.5752,-72.0662,55.4,88,75,3.44,CL,2021-01-15 13:40:21
446,Elk City,35.412,-99.4043,33.8,32,1,20.71,US,2021-01-15 13:44:38
447,Broome,42.2506,-75.833,33.01,93,1,9.22,US,2021-01-15 13:44:38
448,Marystown,47.1666,-55.1483,32.76,92,100,14.99,CA,2021-01-15 13:44:38
449,Marawi,7.9986,124.2928,78.01,90,100,5.01,PH,2021-01-15 13:44:38
450,Sur,22.5667,59.5289,69.93,63,0,6.26,OM,2021-01-15 13:44:38
451,Hovd,48.0056,91.6419,-1.57,69,0,3.6,MN,2021-01-15 13:44:38
452,Merrill,45.1805,-89.6835,33.8,93,90,6.91,US,2021-01-15 13:44:38
453,Homer,59.6425,-151.5483,32.0,93,90,1.16,US,2021-01-15 13:44:39
454,Mardin,37.3131,40.7436,51.8,76,75,8.05,TR,2021-01-15 13:44:39
455,Huoqiu,32.3394,116.2694,42.24,63,0,10.27,CN,2021-01-15 13:44:39
456,Muscat,23.6139,58.5922,75.2,57,0,5.75,OM,2021-01-15 13:41:16
457,Tromso,69.6496,18.957,35.6,87,90,8.05,NO,2021-01-15 13:41:43
458,Labuan,5.2767,115.2417,78.8,89,20,4.61,MY,2021-01-15 13:44:39
459,Ust-Shonosha,61.1531,41.343,-10.98,89,72,3.83,RU,2021-01-15 13:44:39
460,Masalli,34.7959,126.6553,41.0,81,90,14.97,KR,2021-01-15 13:44:39
461,Chadiza,-14.0678,32.4392,75.81,84,100,4.29,ZM,2021-01-15 13:44:39
462,Keshabpur,22.9183,89.2112,64.47,36,26,6.24,BD,2021-01-15 13:44:39
463,Port Blair,11.6667,92.75,78.6,74,32,9.91,IN,2021-01-15 13:44:39
464,The Valley,18.217,-63.0578,81.0,78,20,6.91,AI,2021-01-15 13:44:39
465,Liku,-0.7275,119.8922,75.24,87,100,3.0,ID,2021-01-15 13:44:39
466,Kaeo,-35.1,173.7833,59.0,87,0,1.99,NZ,2021-01-15 13:44:39
467,Burnie,-41.0667,145.9167,50.0,80,0,7.0,AU,2021-01-15 13:44:39
468,Tuapse,44.1125,39.0742,38.01,77,100,4.14,RU,2021-01-15 13:44:40
469,Maltahohe,-24.8333,16.9833,77.27,56,47,9.95,NA,2021-01-15 13:44:40
470,Tofield,53.3668,-112.6686,17.6,79,61,10.36,CA,2021-01-15 13:41:55
471,Longyearbyen,78.2186,15.6401,24.8,93,90,6.91,SJ,2021-01-15 13:40:41
472,Nome,64.5011,-165.4064,26.6,68,1,18.41,US,2021-01-15 13:44:40
473,Novyye Burasy,52.1324,46.0714,19.99,81,100,3.0,RU,2021-01-15 13:44:40
474,Araceli,10.5529,119.9913,80.31,86,67,21.41,PH,2021-01-15 13:44:40
475,Havre-Saint-Pierre,50.2334,-63.5986,15.8,92,1,4.61,CA,2021-01-15 13:44:40
476,Urusha,54.05,122.9,-24.2,85,97,0.94,RU,2021-01-15 13:44:40
477,Bad Wurzach,47.9,9.9,27.0,97,75,4.0,DE,2021-01-15 13:44:40
478,Kendari,-3.945,122.4989,77.56,89,100,5.68,ID,2021-01-15 13:44:40
479,Egvekinot,66.3167,-179.1667,-7.13,92,100,14.85,RU,2021-01-15 13:44:40
480,Takoradi,4.8845,-1.7554,84.67,66,10,7.72,GH,2021-01-15 13:44:40
481,Malanje,-9.5402,16.341,84.2,84,75,9.22,AO,2021-01-15 13:44:40
482,Volosovo,59.4333,29.4833,3.99,85,75,8.95,RU,2021-01-15 13:44:41
483,Lyuban,52.7985,28.0048,1.27,92,95,8.7,BY,2021-01-15 13:44:41
484,Tigil,57.8,158.6667,-13.54,90,15,1.9,RU,2021-01-15 13:44:41
485,Maniitsoq,65.4167,-52.9,17.56,89,66,8.7,GL,2021-01-15 13:44:41
486,Pevek,69.7008,170.3133,-11.02,87,100,0.27,RU,2021-01-15 13:44:41
487,Caravelas,-17.7125,-39.2481,82.2,68,0,8.41,BR,2021-01-15 13:44:41
488,Baherden,38.4362,57.4316,54.81,36,27,6.96,TM,2021-01-15 13:44:41
489,Haines Junction,60.7522,-137.5108,19.4,93,76,2.93,CA,2021-01-15 13:44:41
490,Pailon,-17.65,-62.75,80.6,78,75,2.3,BO,2021-01-15 13:44:41
491,Fare,-16.7,-151.0167,80.22,77,100,12.82,PF,2021-01-15 13:44:41
492,Pyaozerskiy,65.8333,31.1667,10.71,95,87,2.64,RU,2021-01-15 13:44:41
493,Ola,59.5833,151.2833,-19.1,77,0,6.29,RU,2021-01-15 13:44:23
494,Katherine,-14.4667,132.2667,82.4,69,90,4.05,AU,2021-01-15 13:44:41
495,Saint George,37.1041,-113.5841,33.8,34,1,4.61,US,2021-01-15 13:44:41
496,Datong,40.0936,113.2914,13.41,78,0,4.72,CN,2021-01-15 13:44:42
497,Kosh-Agach,50.0,88.6667,-23.35,80,15,1.92,RU,2021-01-15 13:44:42
498,Chardara,41.2547,67.9692,49.23,54,0,7.18,KZ,2021-01-15 13:44:42
499,Campo Maior,-4.8278,-42.1686,86.47,56,100,5.48,BR,2021-01-15 13:43:12
500,Kolobrzeg,54.1757,15.5834,32.0,69,98,17.11,PL,2021-01-15 13:44:42
501,Sterling,39.0062,-77.4286,39.0,80,75,4.61,US,2021-01-15 13:42:13
502,Kot Samaba,28.5522,70.4684,58.01,26,0,4.25,PK,2021-01-15 13:44:42
503,Hirara,24.8,125.2833,69.03,77,34,19.22,JP,2021-01-15 13:44:42
504,Ilulissat,69.2167,-51.1,15.8,67,75,14.97,GL,2021-01-15 13:44:42
505,San Ramon,37.7799,-121.978,51.01,81,1,4.61,US,2021-01-15 13:41:56
506,Lillooet,50.6856,-121.942,42.8,70,20,20.71,CA,2021-01-15 13:44:42
507,Richards Bay,-28.783,32.0377,89.29,56,9,18.01,ZA,2021-01-15 13:44:42
508,Quepos,9.4236,-84.1652,69.8,68,20,12.66,CR,2021-01-15 13:44:42
509,Kushmurun,52.4503,64.6311,17.6,92,100,14.45,KZ,2021-01-15 13:44:42
510,Krasnyy Yar,46.5331,48.3456,30.2,93,90,17.9,RU,2021-01-15 13:44:42
511,Crib Point,-38.35,145.2,53.01,86,6,19.86,AU,2021-01-15 13:44:43
512,Seydi,39.4816,62.9137,54.72,38,100,19.48,TM,2021-01-15 13:44:43
513,Saint-Joseph,-21.3667,55.6167,84.2,74,20,17.27,RE,2021-01-15 13:44:43
514,Rincon,32.296,-81.2354,46.0,93,20,6.91,US,2021-01-15 13:44:43
515,Gazimurskiy Zavod,51.5461,118.3266,-16.69,85,37,4.74,RU,2021-01-15 13:44:43
516,Karatau,43.1667,70.4667,18.5,91,5,2.62,KZ,2021-01-15 13:44:43
517,Dongzhen,22.3797,110.9389,64.99,56,20,1.39,CN,2021-01-15 13:44:43
518,Pemba,-12.974,40.5178,86.0,79,20,18.41,MZ,2021-01-15 13:40:03
519,Matara,5.9485,80.5353,76.48,84,100,9.15,LK,2021-01-15 13:44:43
520,Saint-Augustin,51.226,-58.6502,24.04,92,6,6.22,CA,2021-01-15 13:44:43
521,Siniscola,40.5719,9.6922,53.6,76,40,8.05,IT,2021-01-15 13:44:43
522,Saryozek,44.3583,77.9753,14.81,78,0,7.11,KZ,2021-01-15 13:44:43
523,Rocha,-34.4833,-54.3333,81.23,48,12,14.14,UY,2021-01-15 13:44:43
524,Videira,-27.0083,-51.1517,75.25,61,54,7.36,BR,2021-01-15 13:41:23
525,Labuhan,-6.8844,112.2051,78.89,86,100,9.35,ID,2021-01-15 13:44:43
526,Nichinan,31.6,131.3667,53.49,73,25,3.71,JP,2021-01-15 13:44:44
527,Vallenar,-28.5708,-70.7581,66.18,59,74,4.76,CL,2021-01-15 13:44:44
528,Emerald,-23.5333,148.1667,82.4,51,0,11.5,AU,2021-01-15 13:44:44
529,Oranjemund,-28.55,16.4333,69.62,73,29,12.41,NA,2021-01-15 13:44:44
530,Pombas,17.1503,-25.0201,75.2,57,75,33.38,CV,2021-01-15 13:44:44
531,Nuuk,64.1835,-51.7216,23.0,63,75,16.11,GL,2021-01-15 13:40:16
532,Ondangwa,-17.9167,15.95,91.4,22,0,10.36,NA,2021-01-15 13:44:44
533,Fez,34.0372,-4.9998,55.4,50,0,4.61,MA,2021-01-15 13:41:44
534,Port Macquarie,-31.4333,152.9167,71.6,100,90,4.61,AU,2021-01-15 13:44:44
535,Voyinka,45.8699,33.9914,36.55,80,96,10.0,UA,2021-01-15 13:44:45
536,Mount Pleasant,32.7941,-79.8626,53.6,100,40,4.61,US,2021-01-15 13:44:45
537,Cascais,38.6979,-9.4215,60.01,72,20,9.22,PT,2021-01-15 13:42:19
538,Ixtlahuacan Del Rio,20.8667,-103.25,48.0,75,75,2.48,MX,2021-01-15 13:44:45
539,Ternate,0.8,127.4,82.38,77,99,9.86,ID,2021-01-15 13:44:45
540,Hanzhong,33.0728,107.0303,44.17,55,99,2.1,CN,2021-01-15 13:44:45
541,Ankang,32.68,109.0172,45.0,22,100,6.02,CN,2021-01-15 13:44:45
542,Riohacha,11.5444,-72.9072,80.22,72,100,13.44,CO,2021-01-15 13:40:20
543,Maragogi,-9.0122,-35.2225,83.53,63,99,11.95,BR,2021-01-15 13:44:45
544,Wakkanai,45.4094,141.6739,22.53,95,100,12.68,JP,2021-01-15 13:44:45
545,Tongzi,28.7829,105.0877,50.16,62,0,1.45,CN,2021-01-15 13:44:45
546,Flin Flon,54.7682,-101.865,-2.2,84,1,4.61,CA,2021-01-15 13:44:45
547,Olga,43.7444,135.2892,18.37,96,100,15.01,RU,2021-01-15 13:44:45
548,Nantucket,41.2835,-70.0995,41.0,87,90,3.44,US,2021-01-15 13:44:45
549,Jabinyanah,35.035,10.9081,66.2,37,0,5.75,TN,2021-01-15 13:44:46
550,Pangoa,-12.1167,-73.0,77.32,70,80,1.1,PE,2021-01-15 13:44:46
551,Russell,32.3502,-85.1999,48.2,93,90,4.61,US,2021-01-15 13:44:46
552,Provideniya,64.3833,-173.3,11.55,93,100,7.52,RU,2021-01-15 13:44:46
553,Gladstone,-23.85,151.25,78.8,69,75,6.91,AU,2021-01-15 13:44:46
554,Umm Kaddadah,13.6017,26.6876,82.65,15,26,11.61,SD,2021-01-15 13:44:46
555,Noumea,-22.2763,166.4572,82.0,100,90,7.43,NC,2021-01-15 13:44:46
556,Doha,25.2867,51.5333,78.8,13,0,2.3,QA,2021-01-15 13:42:24
557,Minab,27.1467,57.0801,73.4,35,40,4.61,IR,2021-01-15 13:44:46
558,Stratford-Upon-Avon,52.1917,-1.7073,36.0,97,100,3.0,GB,2021-01-15 13:44:46
